Year,Country,"Government expenditure on education, total (% of GDP)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Life expectancy at birth, total (years)",Prevalence of overweight (% of adults),Prevalence of current tobacco use (% of adults),Current health expenditure per capita (current US$),Individuals using the Internet (% of population),GDP per capita (current US$),Access to electricity (% of population),ICT goods exports (% of total goods exports),Urban population (% of total population),"School enrollment, tertiary (% gross)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, secondary (% net)","Primary completion rate, total (% of relevant age group)","Lower secondary completion rate, total (% of relevant age group)","Labor force, female (% of total labor force)",Proportion of seats held by women in national parliaments (%),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Mortality rate, infant (per 1,000 live births)","Immunization, DPT (% of children ages 12-23 months)",Current health expenditure (% of GDP),Births attended by skilled health staff (% of total),People using safely managed drinking water services (% of population)
1991,Japan,,,,,24.0911423615524,19.6777876047805,21.463338161515,,,,79.0368292682927,18.6,,,0.0404,29428.4289039469,100.0,,77.473,28.9670906066895,,,105.570251464844,103.779960632324,40.52626586869,,,,4.5,92.0,,,
1990,Japan,,,,,,,,,,,78.8370731707317,18.4,,,0.0203,25801.3950393094,100.0,,77.339,28.3045101165771,,,104.318229675293,105.140869140625,40.3360443427619,,,,4.6,90.0,,99.9,
1989,Japan,5.2743501663208,,,,,,,,,,78.7685365853659,18.1,,,,25265.9487590208,,,77.213,28.9983501434326,,,103.609413146973,102.507736206055,,,,,4.7,87.0,,,
1988,Japan,5.45283985137939,,,,,,,,,,78.349756097561,17.9,,,,25499.8811728107,,,77.088,28.5227203369141,,,104.039001464844,99.2623977661133,,,,,4.8,86.0,,,
1987,Japan,5.48793983459473,,,,,,,,,,78.429512195122,17.7,,,,21141.7183951789,,,76.962,27.7797107696533,,,105.417259216309,100.288619995117,,,,,5.0,85.0,,,
1986,Japan,,,,,,,,,,,78.0104878048781,17.5,,,,17451.8349394142,,,76.835,27.6399192810059,,,102.72142791748,99.7518463134766,,,,,5.2,84.0,,,
1985,Japan,,,,,,,,,,,77.5604878048781,17.3,,,,11809.4603450715,,,76.712,29.2574195861816,,,99.5205307006836,99.9260864257812,,,,,5.5,83.0,,,
1984,Japan,,,,,,,,,,,77.2912195121951,17.0,,,,11207.4523524293,,,76.603,28.7035007476807,,,100.507362365723,102.55802154541,,,,,5.8,82.0,,,
1983,Japan,4.72346019744873,,,,,,,,,,76.9219512195122,16.8,,,,10652.0147161768,,,76.493,29.1943397521973,,,99.923698425293,101.341911315918,,,,,6.2,80.0,,,
1982,Japan,4.93976020812988,,,,,,,,,,76.8736585365854,16.6,,,,9779.97490636267,,,76.383,29.8377990722656,,,100.116653442383,83.1336212158203,,,,,6.6,81.0,,,
1981,Japan,4.95682001113892,,,,,,,,,,76.3948780487805,16.4,,,,10583.1278908402,,,76.273,30.1805591583252,,,102.807266235352,120.906646728516,,,,,7.0,75.0,,,
1980,Japan,4.96105003356934,,,,,,,,,,75.9890243902439,16.2,,,,9668.74626395709,,,76.175,30.6837291717529,,,101.622947692871,96.929069519043,,,,,7.4,60.0,,,
2020,Cambodia,3.0023500919342,,,,61.9922732539093,52.0269114215241,56.8902310420456,,,,70.416,,21.1,112.21422577,53.7,2081.73914242939,86.4,1.73,24.232,14.4409313201904,,,94.9092788696289,57.9215507507324,48.8201683558475,20.0,,,21.9,87.0,7.11156559,,27.903766635715
2019,Cambodia,2.82565474510193,,,,61.7896333950221,51.898921703644,56.7314468501983,23.0343168225405,9.24472413666233,67.7209576492285,70.692,,21.9,114.48534393,52.3,2225.87705485686,84.0,0.99,23.805,16.8353996276855,,,91.9802093505859,56.4015312194824,48.8745979328801,20.0,,,22.7,88.0,6.84972715,,27.2962099293108
2018,Cambodia,2.44785928726196,,,,61.3912150197212,51.081883058306,56.1236471899757,,,,70.561,,21.9,93.01556396,,2036.67377566578,80.7,1.43,23.388,15.7133102416992,,,88.3711166381836,56.6660804748535,48.9209102028363,20.0,,,23.6,89.0,6.06630135,,26.6933832941225
2017,Cambodia,2.09646058082581,,,,61.0570825686308,50.3380200472987,55.5829621637903,,,,70.515,,,79.16844177,32.9,1826.35391688754,89.1,1.45,22.98,15.0735502243042,,,88.3689498901367,51.3534774780273,48.9475803220985,20.3252032520325,,,24.7,90.0,5.65125847,,26.0948804012951
2016,Cambodia,1.87081909179688,,,,60.8212438670799,49.7958507507192,55.1297540787525,,,,70.224,21.7,,78.35865784,32.4,1675.19555711109,68.8,1.9,22.582,,,,89.5325317382812,47.2065238952637,48.4438137109221,20.3252032520325,,,25.9,91.0,6.11648464,,25.501040147582
2015,Cambodia,1.7034615278244,,,,60.6004273657049,49.3606873870203,54.7670685474231,27.0779240465477,9.09181769469773,63.8302577255094,69.873,21.1,25.2,72.51950836,6.43,1547.32010444393,62.7,2.18,22.188,14.645770072937,81.0,,92.1525573730469,50.1062889099121,48.1314308623749,20.3252032520325,75.0,1.0,27.1,91.0,6.19431591,,24.9096029573394
2014,Cambodia,1.56673634052277,6.63865,,,60.3421389843308,48.956471880789,54.4651061876147,,,,69.736,20.5,,73.5883255,14.0,1431.56396469993,56.1,0.43,21.799,,78.0,,93.9857177734375,45.5665969848633,48.383608862486,20.3252032520325,72.0,1.0,28.6,90.0,6.70157766,89.0,24.3209254020834
2013,Cambodia,1.48202621936798,6.88314,,,60.1151580149028,48.607096097064,54.1814973047968,,,,69.304,19.9,,72.11994934,6.0,1305.6600972686,50.9,1.61,21.415,,,,94.204833984375,45.2457809448242,48.4777127527595,20.3252032520325,,,30.2,86.0,7.10386753,,23.7349912688168
2012,Cambodia,1.41441452503204,5.17677,,,59.8264642398326,48.243680006978,53.9663739280123,,,,68.915,19.4,,69.01600647,4.94,1192.80263041673,42.3,0.25,21.037,,,,95.939079284668,52.6334991455078,49.4021950538502,20.3252032520325,,,32.2,90.0,7.26115417,74.0,23.1521487304252
2011,Cambodia,1.51068997383118,4.88275,,5.25497,62.4744049930389,51.1980303586909,56.8627548933444,,,,68.416,18.8,,66.05435944,3.1,1088.98152823081,37.4,0.05,20.663,14.1404304504395,,,89.6656951904297,51.990104675293,50.1843089687886,20.3252032520325,,,34.6,91.0,7.50353098,71.0,22.5716450045149
2010,Cambodia,1.53378999233246,4.82626,,6.57624,65.2477129035261,54.2413648219449,59.778249740819,33.2292981642887,9.49994065695915,57.270761623233,67.712,18.3,30.1,54.09758377,1.26,952.274616324008,31.1,0.09,20.294,12.3117904663086,,,89.7768630981445,53.8131484985352,50.3182711763833,21.1382113821138,,0.967990100383759,37.3,90.0,6.91169977,71.0,21.9938315244945
2009,Cambodia,1.66568005084991,5.23165,,8.80257,68.0828291424266,57.4153352318294,62.7057543854269,,,,67.444,17.7,,55.72327423,0.53,875.748936193569,25.6,0.08,19.93,10.5778999328613,76.0,,99.2443771362305,,49.5831710419141,21.1382113821138,69.0,1.0,40.2,94.0,7.58330584,,21.4186906115523
2008,Cambodia,,,,,70.9502687767009,60.6001998008413,65.5689671025369,,,,66.47,17.2,,49.00638199,0.51,866.283999789749,26.4,0.06,19.571,8.69999027252197,77.0,38.33132,96.7027893066406,49.5952186584473,48.0253120725535,16.260162601626,70.0,1.0,43.2,91.0,6.60109425,,20.8462050574285
2007,Cambodia,1.59930002689362,,,,73.4902261398425,63.5927283608887,68.4026080792733,,,,65.731,16.7,,30.92131042,0.49,731.692295125426,20.2,0.05,19.413,7.51466989517212,,35.91496,99.0910568237305,43.771068572998,48.5642551385291,19.5121951219512,,,46.3,82.0,4.90875959,,20.3472167317765
2006,Cambodia,,,,,75.9355500465084,66.5941303577323,71.1674239791442,,,,65.059,16.2,,33.02656555,0.468,612.252648550727,27.5,0.06,19.293,6.19891977310181,,32.26357,97.862678527832,38.1612281799316,48.9352358571283,9.75609756097561,,,49.4,80.0,6.11889315,43.8,19.8622863358812
2005,Cambodia,,,,,78.2625871110812,69.5675967834047,73.856624851114,,,,64.293,15.7,36.0,32.52131653,0.317,525.797325120926,20.5,0.05,19.174,3.83043003082275,,,94.011848449707,35.1438102722168,49.3167447899227,9.75609756097561,,0.67330002784729,52.9,82.0,6.84559298,43.8,19.3779940674056
2004,Cambodia,1.71982002258301,,,,80.4161427270369,72.4321030560706,76.4023312960688,,,,63.552,15.3,,29.03012466,0.3,444.199067529081,14.2,0.06,19.055,3.18306994438171,74.0,27.44903,82.8017425537109,31.7933101654053,49.7254635421985,9.75609756097561,64.0,1.0,56.9,85.0,7.07894278,16.3,18.8939771301115
2003,Cambodia,,,,,82.3769849801399,75.0906592723146,78.7443607205303,,,,62.523,14.8,,25.30601883,0.261,386.691123931778,19.3,0.12,18.937,3.16867995262146,,26.49652,69.4156723022461,28.8006801605225,50.1544839256832,9.75609756097561,,,61.7,69.0,6.93705606,,18.4105919442458
2002,Cambodia,1.71121001243591,5.11723,,,84.1723395822548,77.5528953387165,80.9160657093658,,,,61.226,14.3,,24.67282104,0.227,350.147276634294,13.1,0.12,18.82,2.55727005004883,,22.25676,62.4201316833496,24.6482696533203,50.8154811512759,7.37704918032787,,,67.3,54.0,7.22556973,,17.9278350570634
2001,Cambodia,1.72221994400024,6.53504,6.05226,,85.8400666274019,79.8326986115206,82.926110193534,,,,59.966,13.9,,22.66413116,0.077,327.500984314444,9.5,0.04,18.703,2.29325008392334,,16.82846,53.8356513977051,17.9851493835449,51.5008436121007,7.37704918032787,,,73.4,60.0,7.00522089,,17.4453496376519
2000,Cambodia,1.66681003570557,5.60921,,,87.7630296836353,80.9676249395674,84.514503978661,52.7518395634576,8.12818911679723,39.119970481486,58.625,13.4,42.3,19.78130531,0.047,296.426687526334,16.6,0.04,18.586,2.31439995765686,,15.61553,,,52.2008957022615,7.37704918032787,,,79.0,59.0,6.53804731,31.8,16.9631343944074
1999,Cambodia,,,,,87.9623334716757,81.7074721646221,85.0160368073777,,,,57.69,13.0,,,0.032,286.753596443196,8.82003688812256,,18.47,,,14.87675,43.1078109741211,24.8479995727539,52.8986447250785,8.19672131147541,,,83.1,53.0,,,
1998,Cambodia,1.25907003879547,5.0387,10.83472,,88.1760587026248,82.2268112256009,85.3930219364776,,,,57.028,12.6,,,0.0163,258.780953189377,18.67,,18.355,,67.0,16.60146,33.9945907592773,,53.2208210358847,5.83333333333333,57.0,1.0,85.4,47.0,,34.0,
1997,Cambodia,,,,,88.3544301918001,82.5034463370602,85.6210854143381,,,,56.743,12.2,,,0.00584,297.59041960803,,,18.06,1.44154000282288,,,17.8853206634521,17.8572101593018,53.2835653996125,5.83333333333333,,,86.5,46.0,,,
1996,Cambodia,,,,,88.4462491013812,82.6583498125725,85.7293098253225,,,,56.346,11.8,,,,324.655870983004,,,17.683,1.79904997348785,,,,,53.1652168497015,,,,86.8,43.0,,,
1995,Cambodia,,,,,88.4544295210005,82.6663714609365,85.7288863927275,,,,56.308,11.4,,,,343.485224671585,,,17.311,1.38877999782562,,,,,53.0188915006147,,,,86.6,39.0,,43.3,
1994,Cambodia,,,,,88.4101383911582,82.6616906578849,85.6946512455694,,,,56.035,11.0,,,,302.1307854832,,,16.946,1.3494199514389,,,,,52.8717578238714,,,,86.1,37.0,,,
1993,Cambodia,,,,,88.4141384213661,82.6027116818614,85.6272653107394,,,,56.08,10.6,,,,294.059372727558,,,16.587,1.16624999046326,,,,,52.1321340564724,,,,85.5,35.0,,,
1992,Cambodia,,,,,88.4419543420082,82.577382080163,85.641451165077,,,,56.021,10.3,,,,307.094922385136,,,16.234,0.962239980697632,,,,,52.3371047368642,,,,85.0,32.0,,,
1991,Cambodia,,,,,88.4320271281865,82.5282662946053,85.6316227708597,,,,55.793,9.9,,,,267.336306726982,,,15.887,0.734990000724792,,,,,52.656912642786,,,,84.8,38.0,,,
1990,Cambodia,,,,,,,,,,,55.434,9.6,,,0.0,190.181470036159,,,15.546,0.619840025901794,,,,,53.0385963942988,,,,84.8,38.0,,,
1989,Cambodia,,,,,,,,,,,54.798,9.3,,,,191.297492431658,,,15.211,0.589039981365204,,,,,,,,,84.8,47.0,,,
1988,Cambodia,,,,,,,,,,,54.276,8.9,,,,244.109577464605,,,14.883,,,,,,,,,,84.8,45.0,,,
1987,Cambodia,,,,,,,,,,,53.454,8.6,,,,158.124375446975,,,14.559,,,,,,,,,,85.0,37.0,,,
1986,Cambodia,,,,,,,,,,,51.506,8.3,,,,185.759997798349,,,14.242,0.272799998521805,,,,,,,,,85.6,37.0,,,
1985,Cambodia,,,,,,,,,,,51.041,8.0,,,,182.446852317187,,,13.931,0.247219994664192,,,,,,,,,86.7,23.0,,,
1984,Cambodia,,,,,,,,,,,50.235,7.7,,,,174.705837134358,,,13.626,0.173679992556572,,,,,,,,,88.5,17.0,,,
1983,Cambodia,,,,,,,,,,,49.485,7.3,,,,166.65319934361,,,13.325,0.100560002028942,,,,,,,,,91.6,,,,
1982,Cambodia,,,,,,,,,,,48.736,7.1,,,,159.206634020357,,,13.031,0.0807700008153915,,,,,,,,,96.9,,,,
1981,Cambodia,,,,,,,,,,,48.18,6.8,,,,154.253841174151,,,12.742,0.0836400017142296,,,,,,,,,105.0,,,,
1980,Cambodia,,,,,,,,,,,47.57,6.6,,,,143.154317973128,,,9.898,0.0966999977827072,,,,,,,,,116.3,,,,
2020,Libya,,,,,8.72361469457917,18.0232536326766,15.1042905493415,,,,72.472,,,,87.6,6650.33810585348,69.4,,80.691,,,,,,33.9096869033967,15.9574468085106,,,9.5,73.0,,,
2019,Libya,,,,,8.74009263519122,17.9200721095261,15.0362853660167,10.3928533300441,14.556827487362,75.050321329237,72.463,,,,,9963.19489084483,68.5,0.0,80.393,,,,,,33.9606325700991,15.9574468085106,,,9.8,73.0,,,
2018,Libya,,,,,8.58348663564549,17.5740662962621,14.75046063818,,,,72.794,,,,,11196.5854810844,67.0,0.0,80.102,,,,,,33.9299468556207,15.9574468085106,,,10.2,73.0,,,
2017,Libya,,,,,8.84157097885352,18.1035705545762,15.1973208159275,,,,72.482,,,,,9965.83236729757,70.6,0.0,79.817,,,,,,33.9211802904385,15.9574468085106,,,10.5,96.0,,,
2016,Libya,,,,,9.30673498498235,18.9991082854413,15.9655680207096,,,,71.756,66.8,,,,7525.80299308216,72.2,0.0,79.54,,,,,,33.8916649268919,15.9574468085106,,,10.9,97.0,,,
2015,Libya,,,,,8.91948105878899,18.2143281029238,15.3114116246178,9.82972170633416,24.2729948437164,65.8972816547574,71.698,66.2,,,,7458.48917756374,73.8,,79.27,,,,,,33.8398085282178,15.9574468085106,,,11.4,97.0,,,
2014,Libya,,,,,8.0714298677023,16.7299324441793,14.0262923919345,,,,71.511,65.7,,,17.8,8926.42074591474,75.5,,79.009,,,,,,33.7940911129838,15.9574468085106,,,11.8,94.0,,,
2013,Libya,,,,,7.13373709699634,15.0336959096968,12.5707498175041,,,,72.34,65.1,,,16.5,11951.7134126011,77.1,,78.756,,,,,,33.7463111930014,16.5,,,12.3,96.0,,99.9,
2012,Libya,,,,,6.69778340842629,14.3253517641449,11.9488194351286,,,,72.247,64.5,,,15.2,14975.8902795144,78.7,,78.512,,,,,,33.6952682046015,16.5,,,12.9,98.0,,99.9,
2011,Libya,,,,,7.16561972778364,15.2601163827562,12.7233436200126,,,,70.071,64.0,,312.84854126,14.0,7593.8391525702,80.3,,78.277,,,,,,33.9295155410858,,,,15.0,98.0,4.01902008,99.9,
2010,Libya,,,,,6.29146317364424,13.962707911213,11.5401717059602,11.5716385662815,13.5791381013593,74.8492232308695,72.374,63.4,,380.92901611,14.0,11600.9068649472,81.9,,78.052,,,,,,34.1551410133639,7.69230769230769,,,14.2,98.0,3.28064442,99.9,
2009,Libya,,,,,6.2052397209711,13.9018858414885,11.4738535088067,,,,72.356,62.8,,342.55401611,10.8,9551.05403869755,83.5,,77.837,,,,,,34.1174350966104,7.69230769230769,,,15.0,98.0,3.5828805,,
2008,Libya,,,,,5.84093774106756,13.2895262128288,10.9418004102597,,,,72.269,62.2,,312.46572876,9.0,13906.1407818125,85.1,,77.632,,,,,,34.0634327175336,7.69230769230769,,,16.1,98.0,2.24441886,99.8,
2007,Libya,,,,,5.87223744949549,13.3691808811489,11.0089939578926,,,,71.863,61.7,,269.94934082,4.72,11144.9448413435,86.8,,77.437,,,,,,33.9982364351308,7.69230769230769,,,17.3,98.0,2.41929626,98.3,
2006,Libya,,,,,5.80096021753601,13.3053409317118,10.9493126547495,,,,71.724,61.1,,231.38442993,4.3,10048.8480434289,88.4,,77.253,,,,,,33.9128581982674,7.69230769230769,,,18.6,98.0,2.29996443,,
2005,Libya,,,,,5.84856473776456,13.4080210382913,11.0587652196315,,,,71.592,60.6,,210.62667847,3.92,8079.24957329001,90.1,,77.08,,,,,,33.5719343493427,4.73684210526316,,,19.8,98.0,2.51707149,,
2004,Libya,,,,,5.94805229231741,13.5901538699526,11.263677697594,,,,71.49,60.0,,202.57089233,3.53,5773.76333234281,91.8,,76.919,,,,,,32.9496462509802,,,,21.0,97.0,3.38328195,,
2003,Libya,,,,,6.05686920361326,13.7098739710519,11.4312038676149,,,,71.132,59.5,,192.35475159,2.81,4674.09943200321,93.5,,76.768,61.6012802124023,,,,,32.275828160531,,,,21.9,95.0,3.97301245,,
2002,Libya,,,,,6.14528952127478,13.824214609256,11.5931242723892,,,,71.004,58.9,,185.19685364,2.24,3718.29434696755,95.2,,76.629,60.7621116638184,,,,,31.5552340542333,,,,22.7,93.0,4.73818302,,
2001,Libya,,,,,6.41562277998395,14.1089048949468,11.9305790912419,,,,70.861,58.4,,261.96295166,0.367,6312.80030498965,96.9,,76.502,56.8616981506348,,,,,30.78943861831,,,,23.4,94.0,3.92571616,,
2000,Libya,,,,,6.34051415659502,13.8521139960556,11.7834984960047,16.5656633937893,13.1527487329807,70.2815872772267,70.68,57.9,,254.31530762,0.187,7214.10040377084,99.8,,76.387,53.0212211608887,,,,,29.9845408230819,,,,24.1,94.0,3.31908512,,
1999,Libya,2.26416993141174,,,20.41819,6.42670769300129,13.9183368663982,11.9006331472267,,,,71.058,57.3,,,0.134,6894.51875534758,,,76.284,57.0369415283203,,,,,29.3688986073811,,,,24.8,94.0,,99.0,
1998,Libya,,,,,6.44979526332558,13.8631297131825,11.8946151279042,,,,71.079,56.8,,,,5301.08354775559,,,76.193,,,,,,28.9709177917959,,,,25.6,95.0,,,
1997,Libya,,,,,6.24563516327981,13.4375566480815,11.5574301242614,,,,71.129,56.3,,,,6061.81366033598,,,76.114,,,,,,28.558046252395,,,,26.5,96.0,,,
1996,Libya,,,,,6.21309010986144,13.2991827582896,11.4761236391032,,,,71.284,55.7,,,,5591.02027544558,,,76.048,,,,,,28.1121863100365,,,,27.4,96.0,,,
1995,Libya,,,,,6.137439450187,13.1118613843592,11.3490076453039,,,,71.09,55.2,,,,5205.25706378741,,,75.994,,,,,,27.6562517562692,,,,28.4,95.0,,94.4,
1994,Libya,,,,,6.11224415470901,12.9701550233565,11.266087526279,,,,70.706,54.7,,,,5933.29121354077,,,75.94,,76.5,,,,27.2011579029577,,63.7000007629395,0.968620002269745,29.6,95.0,,,
1993,Libya,,,,,6.04192449605928,12.8535472882872,11.187618540703,,,,70.42,54.1,,,,6477.87035840641,,,75.886,,,,,,26.7587375221626,,,,30.8,96.0,,,
1992,Libya,,,,,6.00171281297213,12.7569624402085,11.1311276666281,,,,70.232,53.6,,,,7302.68908679226,,,75.832,16.3797702789307,,,,,26.330677058087,,,,32.3,90.0,,,
1991,Libya,,,,,5.98469476738003,12.7237757064655,11.1269026732427,,,,69.82,53.1,,,,7039.83391970596,,,75.777,,,,,,25.9180675563716,,,,33.9,87.0,,,
1990,Libya,,,,,,,,,,,69.423,52.5,,,0.0,6502.27886565421,,,75.723,11.5347499847412,,,,,25.5240488124407,,,,35.6,84.0,,,
1989,Libya,,,,,,,,,,,68.99,51.9,,,,5792.5791631313,,,75.669,,,,,,,,,,37.4,87.0,,,
1988,Libya,,,,,,,,,,,68.622,51.2,,,,5736.28243992278,,,75.614,,,,,,,,,,39.4,84.0,,,
1987,Libya,,,,,,,,,,,68.196,50.5,,,,6464.7328401846,,,75.56,,,,,,,,,,41.5,82.0,,,
1986,Libya,,,,,,,,,,,67.774,49.7,,,,6018.91345215523,,,75.505,,,,,,,,,,43.5,82.0,,,
1985,Libya,,,,,,,,,,,67.29,48.8,,,,8087.36306792904,,,75.45,7.96036005020142,,,,,,,,,45.7,81.0,,,
1984,Libya,,,,,,,,,,,66.872,47.9,,,,7811.06937340039,,,75.3,,60.0,,,,,,42.0,1.0,47.8,81.0,,,
1983,Libya,,,,,,,,,,,66.41,47.0,,,,8927.36442785362,,,74.055,7.73930978775024,,58.4499,104.358726501465,,,,,,50.0,79.0,,,
1982,Libya,,,,,,,,,,,65.807,46.0,,,,9063.69851267735,,,72.773,7.36501979827881,,,,,,,,,52.2,72.0,,,
1981,Libya,,,,,,,,,,,65.364,45.0,,,,10044.0410042727,,,71.451,6.90208005905151,,55.33849,90.9416885375977,,,,,,54.5,67.0,,,
1980,Libya,,,,,,,,,,,64.891,43.9,,,,11959.5222690783,,,70.094,5.97953987121582,,57.72015,84.8444595336914,,,,,,56.9,60.0,,,
2020,Myanmar,,,,,65.6123199536493,65.4155114402219,65.4890854543122,,,,66.797,,44.1,72.0,45.4,1490.21683548367,70.4,0.59,31.141,,,,,,37.6504885824417,16.8253968253968,,,34.5,84.0,4.62,,56.7710258366465
2019,Myanmar,1.99976003170013,,,,65.8350795044556,65.3536500317272,65.5399725829094,21.5972988139263,7.25817448066616,71.1445252140296,66.61,,45.1,62.0,36.5,1425.98954211903,68.3,0.59,30.852,,89.0,,,,38.7294850040202,11.3163972286374,86.0,1.0,35.6,90.0,4.71,,55.6836944657001
2018,Myanmar,1.99249005317688,7.81464,10.30288,16.6916,67.2041125742719,65.3904376218936,66.1019219078794,,,,66.465,,45.1,60.0,29.4,1298.21310320785,66.1,0.55,30.579,20.3939208984375,,64.05857,103.588432312012,72.3881378173828,39.3094857766703,10.161662817552,,,36.7,91.0,4.9,,54.2449405890936
2017,Myanmar,2.16652989387512,7.66681,11.39294,,67.5455365728687,64.8159401966616,65.8723671683722,,,,65.843,,,59.0,23.6,1272.82241830603,69.8,0.19,30.322,,,59.62371,,67.8541564941406,38.8817447006451,10.161662817552,,,37.9,89.0,5.08,,52.8225744437326
2016,Myanmar,2.15808844566345,,,,68.1564354115313,65.5225382016897,66.5545095644711,,,,65.685,24.8,,59.0,16.0,1229.19713515893,55.6,1.64,30.082,,75.5512008666992,56.31635,,59.9793014526367,39.2974981365073,9.93071593533487,71.8469924926758,0.983410000801086,39.1,90.0,5.11,60.2,51.4178037948084
2015,Myanmar,2.2456042766571,,,,68.9027336789464,66.3949064282978,67.3892683107286,25.9983771004129,7.54213930977625,66.459484986708,65.561,24.0,48.8,63.0,10.9,1166.73305546288,60.5,0.04,29.858,,,,,,39.7070473414357,12.6934984520124,,,40.4,89.0,5.48,,50.0312744185068
2014,Myanmar,2.01199841499329,,,,69.5333957757257,67.0900597866309,68.0599911343811,,,,65.056,23.3,,54.0,7.4,1293.00042298704,52.0,0.01,29.65,,,48.71663,,54.3150100708008,39.7535669284651,5.59440559440559,,,41.8,88.0,4.39,,48.6638585833252
2013,Myanmar,1.84381175041199,,,,70.2524857308033,67.9055925060246,68.8387308241855,,,,64.815,22.6,,37.0,1.8,1199.09561597055,56.5,0.06,29.457,,,,,,39.8181511781622,6.03248259860789,,,43.3,75.0,3.2,,47.3160815381986
2012,Myanmar,1.58642876148224,,,,71.0319993676082,68.7681365932219,69.6700282542455,,,,64.141,21.9,,37.0,1.4,1202.6658960055,55.3,0.01,29.266,13.6632795333862,,,,,39.8958355138117,6.03248259860789,,,45.0,84.0,2.41,,45.9844227449976
2011,Myanmar,0.787440001964569,,,11.55094,71.8418849062061,69.6172297727394,70.5051245763846,,,,63.901,21.2,,27.0,0.98,1213.62898703376,54.1,0.03,29.075,14.2016801834106,,,,,39.9673158548379,3.54430379746835,,,46.7,84.0,1.93,,44.6684450068363
2010,Myanmar,,,,,72.8009917080654,70.5797977578691,71.4675711521775,33.6351744932116,6.9355616634817,59.4292630610747,63.329,20.6,54.6,20.0,0.25,1010.53417343401,48.8,0.02,28.885,,,45.05213,94.0639877319336,45.8520698547363,40.0228761057603,4.29447852760736,,,48.5,90.0,1.96,70.6,43.1592342519646
2009,Myanmar,,,,,73.906458510648,71.6187874330146,72.5358539005022,,,,63.155,19.9,,19.0,0.22,758.442935789255,51.8,,28.695,,,44.79402,92.8484497070312,45.4320182800293,40.1414010730681,,,,50.2,90.0,2.16,,41.477826226413
2008,Myanmar,,,,,75.1401543458544,72.7380827037443,73.7051750620027,,,,56.506,19.3,,15.0,0.22,658.442487229705,50.6,,28.507,,,45.29753,92.4023590087891,,40.3148008847739,,,,64.2,85.0,2.11,,39.8225682572276
2007,Myanmar,,,,,76.4933703210624,73.9061520345927,74.9525574143869,,,,62.371,18.7,,10.0,0.217,419.375780725042,49.5,,28.319,10.9157104492188,,43.45929,90.2322463989258,40.5933799743652,40.497709197633,,,,53.7,86.0,2.02,63.9,38.1928484476628
2006,Myanmar,,,,,77.9924182778151,75.1321371936032,76.2947264777872,,,,61.893,18.1,,8.0,0.182,303.495087119254,48.4,,28.132,,,43.17034,88.9234924316406,42.2527389526367,40.6981851488112,,,,55.5,82.0,2.25,,36.589093422906
2005,Myanmar,,,,,79.4183953075185,76.1643438199005,77.494780191511,,,,61.599,17.5,60.6,8.0,0.0652,252.685193060728,47.3,,27.946,,,41.00243,,40.6402282714844,40.9374978622557,,,,57.2,73.0,2.33,,35.0113823110854
2004,Myanmar,,,,,80.9811316198176,77.2763057209492,78.8010346522934,,,,61.25,17.0,,7.0,0.0243,224.508811413327,46.2,,27.76,,,40.44941,82.3989791870117,41.2983589172363,41.2078070850951,,,,58.8,82.0,2.32,,33.4594569762946
2003,Myanmar,,,,,82.4721883932401,78.2331503749296,79.9900269079356,,,,60.98,16.5,,7.0,0.0241,224.292688912409,45.1,,27.575,,,36.09419,79.8667526245117,36.5821800231934,41.4981219444036,,,,60.4,78.0,2.38,67.5,31.93373856325
2002,Myanmar,,,,,83.9652103631659,79.1474430928518,81.1594944577408,,,,60.725,15.9,,7.0,0.000426,146.598390364449,47.0,,27.391,,,35.51076,78.0184173583984,36.6955718994141,41.8164164620396,,,,62.0,79.0,2.58,,30.4343032817297
